Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
19:30:00,Saturday,18-30,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury,19
18:35:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,18
9:30:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,9
14:30:00,Thursday,Unknown,Female,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,14
16:45:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,16
23:20:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Self-employed,Normal,Unknown or other,Driving carelessly,Serious Injury,23
11:30:00,Friday,Unknown,Female,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,11
15:29:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Recreational areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Reversing,Passenger,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,15
16:46:00,Thursday,18-30,Male,Elementary school,Employee,1-2yr,Public (13?45 seats),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,16
11:44:00,Sunday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,11
7:49:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,7
18:41:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury,18
11:35:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,11
19:08:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,19
9:34:00,Thursday,18-30,Male,Above high school,Owner,1-2yr,Automobile,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Unknown,Collision with roadside objects,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,9
15:32:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,15
11:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,11
10:12:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,10
12:15:00,Tuesday,Unknown,Male,High school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,12
10:27:00,Monday,Unknown,Male,Junior high school,Owner,Below 1yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Unknown,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,10
19:14:00,Monday,18-30,Male,High school,Owner,2-5yr,Automobile,Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,19
13:24:00,Sunday,18-30,Male,Elementary school,Owner,5-10yr,Automobile,Governmental,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Turnover,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,13
17:30:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17
13:45:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,5-10yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,13
13:17:00,Thursday,31-50,Male,High school,Employee,1-2yr,Automobile,Governmental,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Pedestrian,Male,Under 18,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury,13
12:40:00,Friday,Over 51,Male,Junior high school,Owner,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,12
16:51:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,16
11:30:00,Friday,Unknown,Female,Elementary school,Other,5-10yr,Automobile,Owner,5-10yrs,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,3,2,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,11
17:16:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17
17:28:00,Monday,Unknown,Female,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Office areas,other,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,17
9:16:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,9
19:50:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Public (13?45 seats),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,1,1,Going straight,Driver or rider,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,19
10:00:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,10
4:20:00,Saturday,31-50,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,4,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,4
22:35:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Entering a junction,Pedestrian,Male,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury,22
17:32:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Passenger,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,17
21:15:00,Monday,Unknown,Female,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,21
17:21:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Other,Governmental,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Going straight,Passenger,Female,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,17
18:00:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,18
15:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,15
18:43:00,Monday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,2,1,Other,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,18
7:51:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,7
17:29:00,Tuesday,Over 51,Male,Elementary school,Employee,5-10yr,Motorcycle,Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,17
21:05:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,21
21:15:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21
13:31:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,13
18:45:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,18
10:16:00,Thursday,Over 51,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,10
21:40:00,Thursday,Under 18,Male,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,21
